regime,starting_bcr,min_bcr_mechanical
mtgox_2014,83,12.171985
mtgox_2014,84,12.323407
mtgox_2014,85,12.474830
mtgox_2014,86,12.626252
mtgox_2014,87,12.777674
mtgox_2014,88,12.929096
mtgox_2014,89,13.080519
mtgox_2014,90,13.231941
mtgox_2014,91,13.383363
mtgox_2014,92,13.534786
mtgox_2014,93,13.686208
mtgox_2014,94,13.837630
mtgox_2014,95,13.989052
mtgox_2014,96,14.140475
mtgox_2014,97,14.291897
mtgox_2014,98,14.443319
mtgox_2014,99,14.594741
mtgox_2014,100,14.746164
